VideoID,Valence,Veracity,Sex,Race,VidLength_ms,VidLength_sec,WordCount,Accuracy,TruthProp,Attractive,Trustworthy,Anxious,Transcription
WF002_4PL,1,0,0,1,32212,32.21,112,0.14,0.86,4.48,4.81,2.1,"This person is a guy I met in my residence hall freshmen year. Um I met him through my good friend and we all went out together one night and he’s one of those guys that everyone knows. And can talk to anyone. Very social, very fun. Um when he talks to you um he really wants to get to know you, he’s a good listener. Um and still to this day me and him and like all our friends still get together for like Friday night movie night and he’s just one of those people who’s just all around a great guy and will be their for all of his friends."
WF003_1PT,1,1,0,1,38016,38.02,59,0.39,0.39,5.35,3.7,3.22,We met in our freshmen dorm um she has brown hair and really blue eyes um she’s really funny she likes to make these really creepy faces and like try and scare you um she’s also really smart. She’s a math major and it’s like crazy. She does math equations for fun while watching Sesame Street in her room.
WF003_2NL,0,0,0,1,35295,35.3,81,0.63,0.37,4.47,3.05,3.68,"There’s this girl who lives upstairs in my dorm and I really don’t like her that much um yeah she’s just not really smart I, okay, I kind of pretend to be friends with her because I feel bad and she’s kind of friends with my roommate so she’ll like knock on my door and yeah you just have to be nice to people um it just sucks but like, I don’t know, sometimes she says just like the stupidest things."
WF003_3NT,0,1,0,1,26240,26.24,113,0.36,0.36,4.82,3.41,3.27,"So I have this professor, he really kind of sucks um he’s really awkward and okay this really has nothing to do with his teaching but his hair is like long-ish, it’s like down to his shoulders and it’s blonde and like kind of curly, and it looks like he’s trying to be someone from the middle ages. Like I feel like he should be wearing tights to class. But this other thing that really annoys me is that he does the clicker questions and he feels the need to like read off the answers on the board which I clearly can already see so it’s just really redundant and kind of annoying."
WF003_4PL,1,0,0,1,33578,33.58,55,0.71,0.29,5.05,3.43,3.9,I have this teacher um he’s actually like really great and kind of cool. Um he’s so engaged in the material he’s teaching you that it makes you want to be more interested in it. Um he um yeah it’s actually kind of a challenging course um but like you know in a good way.
WF005_1PT,1,1,0,1,37077,37.08,127,0.8,0.8,5.68,5,2.6,"My best friend that I met in high school, she’s really awesome. She’s probably the best friend that I’ve ever met. She’s always here for me if I need something, every time I’m upset, or every breakup, every friend I’ve lost. She’s been there through everything. She moved to Arizona last year so that was really hard for me because she literally, I spent every single day with her. We hung out every night. We had sleep overs every day. We went on at least 4 vacations a year together. So that’s really hard that she moved to Arizona but I still see her a couple times a year. We still talk almost every day. We talk on the phone. And so she’s probably my best friend."
WF005_2NL,0,0,0,1,29781,29.78,115,0.26,0.74,5.09,3.78,3,"I met this girl in high school and she’s probably the most annoying person I’ve ever met. She actually just moved to Arizona like probably a year ago. Thank god she moved so I never have to see her again. She’s just so frustrating. She just doesn’t listen. She doesn’t help me if I need anything. She thinks we are friends but we’re not. I mean she barely has any friends because she’s not a very nice person and she’s really, really annoying. She talks too much. She doesn’t care about other people. She’s inconsiderate. She, all she cares about is money. All she cares about is looks. So I wouldn’t call her my friend."
WF005_3NT,0,1,0,1,35327,35.33,104,0.32,0.32,4.95,3.63,3.84,"I met this girl in high school who’s probably the most annoying and obnoxious person I’ve ever met in my entire life. She is so stuck up. She is, she thinks she’s the prettiest girl ever. She actually cheated on her best fr, er, well, her best friend, she, um, her boyfriend cheated on her best friend with her. So that just says what kind of friend she is. She literally uses money to get friends. She is very cocky. She’s obsessed with herself. I’ve never met someone who thinks that they’re a better person than her and she’s just not a good person."
WF005_4PL,1,0,0,1,37418,37.42,90,0.55,0.45,5.36,4.41,3.14,"I met this girl in high school and she’s really nice. She’s really outgoing. She’s really pretty. Um. Everyone likes her because she’s so nice and helpful. She’s really caring. She’s really, um, friendly. She’s always talking to everybody. She’s always there when anyone needs her. She, um, is very smart so she helps a lot of people with their classwork. She, um, hmm, I don’t see her much anymore because she went to a school far away but I really liked her. I’m glad I was friends with her."
WF006_1PT,1,1,0,1,38911,38.91,117,0.68,0.68,4.18,4.45,3.45,"One of my best friends lived down the hall from me this year. Um. I actually didn’t meet her until this semester. And like I just didn’t know very many people in my dorm ‘cause like I ended up with a random roommate. Um. And so like I just like went over and said hi and like she’s great because she lives so close so I can like talk to her about anything and like we have pretty similar schedules and so I can, we can usually like find time to hang out and we both like to work out so like we go to the rec together which is really convenient. But yeah she’s pretty great."
WF006_2NL,0,0,0,1,36053,36.05,134,0.55,0.45,3.35,3.8,3.95,"Um. There’s this girl who lives down the hall from me and I literally see her all the time. And like it’s one of those things where like I would pass by her on campus and like I don’t know if I should say hi or not. And it’s really awkward because she lives in my dorm but like we just aren’t really close and then I always run into her in like the most awkward situations. So like I’ll like wake up late and like be a mess just waking up and she’ll be like perfectly dressed up and going to class as I’m like rolling out of bed. And, I don’t know, she just always seems to have like, this like pretentious air about her and I’m just like, can’t handle sometimes."
WF006_3NT,0,1,0,1,36479,36.48,119,0.43,0.43,3.22,3.96,3.09,"There’s this guy and he lives down the hall from me this year and honestly he just really has no regard for other people and like, he treats people like just accessories and he doesn’t care like who get hurts because he, as long as he’s like happy and like, like for instance like last year, last semester he would always like kick his roommate out of the room because like, he could. He didn’t care. He wouldn’t text his roommate to let him know like that he was going to be kicked out of the room and like he just was like, just a jerk. He didn’t have like any like good, positive qualities about him in general."
WF006_4PL,1,0,0,1,41428,41.43,144,0.26,0.74,3.89,4.42,3.21,"There’s this guy who lives down the hall from me this year and like, I dunno, he’s just like a really fun person. He’s one of those people that like you know that like, if you wanna have fun and you, you can talk to them. And like one of the best parts is he’s one of those people that you can also talk to about anything ‘cause you know he’s not going to judge you. ‘Cause he honestly doesn’t really care enough to, which like has its benefits and it’s like bad things but like, I dunno, he’s, he’s just a fun person to be around and like he’s always doing adventures and stuff like that and like you always know when he’s coming because he’s super loud and energetic and just like a happy upbeat person. It’s really, makes everyone else positive."
WF007_1PT,1,1,0,1,37205,37.21,113,0.91,0.91,5.91,5.14,2.09,"My roommate is one of my best friends. Um. She and I met through our sorority, um, actually we’re from the same hometown about. We live like seven minutes away from each other but we never knew each other until, uh, we came to school and joined the same sorority. Uh. We became roommates and I love her because she is hilarious, she’s an awesome friend, she’s smart, she shares a lot of the same values as I do, um, she’s sort of like the more outgoing one. Um. When we go out she’s sort of the one to engage people more. She’s very outgoing and really hilarious and she’s also really smart."
WF007_2NL,0,0,0,1,42282,42.28,143,0.45,0.55,5.64,4.18,2.86,I got randomly assigned to live with her and she drives me crazy. She’s super messy which really bugs me because I’m kind of a neat freak. She never makes her bed. She always leaves food in the refrigerator and it gets old and gross and kind of rots. She never cleans it out and she and her boyfriend are really obnoxious and they’re always in the room together. He sleeps over all the time and like I feel like I never have any privacy. She’s just kind of like very selfish and rude and she doesn’t care and all about her grades ‘cause she’s a terrible student which is really hard for me because I study a lot and she’s never studying and she always comes home super late and always wakes me up which is like the most frustrating thing ever.
WF007_3NT,0,1,0,1,33972,33.97,132,0.7,0.7,5.55,4.55,3.1,"I recently had a professor that I really hated. Um. He’s new to Miami and was very unorganized and unprofessional. It just sort of drove me crazy, um, trying to do well in his class. Uh, I always felt like I didn’t know what assignments were, um, due when and how we were supposed to complete them. Super unclear and kind of like everyone took the class as a joke and so did he. And um, when he would grade stuff he would give no explanation as to why he graded something the way he did but he would give you a bad grade on it. And I would say that the best thing I learned in that class was how to teach myself information because he failed to teach us anything."
WF007_4PL,1,0,0,1,39476,39.48,141,0.32,0.68,5.27,4.36,2.64,"A professor that I was, uh, really crazy about, um, I decided to minor in um, uh, minor in the business school and I’m so glad I did after taking his class. Um. My professor, it was a late class, my professor always made it super interesting. Um. I never felt like I was like dying to leave you know at eight o’clock at night. Like it was always fun learning it. He always had really interesting PowerPoints, uh, which is unique for a teacher and, um, had really fun like activities and videos for us to watch and he always graded stuff right on time which was awesome and the feedback he gave, um, made a lot of sense to me and like his, he’s a very fair grader, um, which is one of my favorite things about a professor."
WF009_1PT,1,1,0,1,41855,41.86,114,0.55,0.55,4.82,3.68,2.86,"A person I like is my roommate. She is absolutely so fun loving. She loves to go out and we share clothes together and we are always having a good time uptown. We go with all of her friends, she has so many friends. And we never are boring. She also likes to stay in with me. We can watch movies and eat popcorn and just lay in bed together and it’s really nice to know that she is there for me all of the time while going out and being such a fun loving person. She brings her dog, it’s so great she’s just a, just a great human being to be around."
WF009_2NL,0,0,0,1,37728,37.73,123,0.64,0.36,5.05,3.68,2.77,"My roommate is somebody that I very much dislike. She never leaves the room. She’s always sleeping or eating or doing something in our room. Our room always smells so bad because she only eats microwaveable meals. She only leaves the room to go to the market. She, I always ask her to go out with me and she’ll never go out. She just lays there all the time. She never cleans up. She’s not very fun. People ask her to hang out all of the time. They’ll come knock on her door and be like “Is your roommate here? Can she come out with us?” Blah blah blah. And she’s just like “Nope, sorry. I don’t like you, I don’t want to.”"
WF009_3NT,0,1,0,1,37632,37.63,142,0.36,0.36,4.64,3.91,2.41,"I absolutely dislike my friend’s roommate. She’s just not a good person. She is so clingy and she’s always out and she always ends up crying at the end of the night because she feels like we’re all so mean to her. She never can figure out what to wear. She always is the last one getting ready because she wants to see what everybody else looks like before she picks out her outfit or does her hair or does anything. She’s also the last person to order at a restaurant because she always gets something that somebody else gets. It’s ridiculous. She isn’t very funny but she always jokes but it’s like mean jokes and she like, is like backlashing you while she’s making a joke. It’s so ridiculous. I don’t know what to do and I hate her so much."
WF009_4PL,1,0,0,1,35839,35.84,118,0.5,0.5,4.7,4,3.65,"I really like my friend’s roommate. The first time I met, have you ever had somebody that just makes you feel completely comfortable? That’s what she did. She makes, she realized that I wasn’t involved with everybody in our group and so she’d make sure to include me in everything. Every time somebody would ask somebody a question she would be like “Well what about you Lauren?” And she actually took the time to listen to what I was saying and respond like she cared. It was just really great to meet somebody like that because I wasn’t comfortable with the situation and she made sure that I did feel comfortable. She would give me so many compliments."
WF010_1PT,1,1,0,1,30506,30.51,99,0.5,0.5,4.83,3.89,3.06,"Uh the person I like is really open-minded, and I love that about him. I think that he um he’s always down for whatever I make up or wanna say that we can do. Um I like that he works out all the time and that he takes care of his body. Uh which I find really important because I like to have exercise. You know. I like to do it in a more fun way like swimming or going for walks rather than lifting weights. Um and I like that he plays the piano and he’s very musical."
WF010_2NL,0,0,0,1,34346,34.35,87,0.68,0.32,4.36,3.23,4.18,I don’t like him because he’s really mean and he is really inconsiderate of my feelings. And whatever I want to do is normally whatever he wants to do. Which is never really talking my side into consideration. We have we differ on a lot of our preferences and things that we like so we really don’t get along. Um uh he’s really selfish. And he never um does what I want an it’s always what he wants. Uh I also don’t like the way he looks.
WF010_3NT,0,1,0,1,39338,39.34,101,0.57,0.57,4.3,4.22,3.74,"I really don’t like her cause she’s really negative an always makes the environment just seem very negative. She complains all the time. Makes every little thing a complaint even if it’s really not that big of a deal. Um she always spoke really condescending. And put us down and if she tried to give us help it was always like “you should know better” or “you should be able to do better at this.” Um instead of just being helpful and saying I understand you don’t know, let me teach you. It was like “How did you not know that?”"
WF010_4PL,1,0,0,1,33280,33.28,99,0.38,0.62,5.24,4.62,2.67,"I like her cause she’s really positive, and she always makes the environment very happy. Her laugh is contagious and she always has a smile on her face. Um and tries to make everybody else smile or laugh. An I really like her humor cause she can be pretty funny. She’s also really caring and sharing. Um she used to share chocolates and give everybody food uh if she had extra which was always nice. An She was always very helpful trying to give the best service that you can without being uh mean or anything to the customer."
WF011_1PT,1,1,0,1,34517,34.52,104,0.48,0.48,4.43,3.57,3.62,My roommate and I are really good friends. Um she’s from the New Jersey area. And we went on Facebook um prior to moving in to Miami. And we’re really good friends. Um we spend a lot of time together obviously because we live together. Um we usually get um like dinner together and like breakfast on the weekends. And we study sometimes together. Um we have a lot of the same interests. And she hopes to go to med school um after going to Miami. Um and she wants to be a pediatrician. And yeah I think she’ll be really good at that.
WF011_2NL,0,0,0,1,38868,38.87,103,0.53,0.47,4.47,4.21,2.84,My roommate is just the most inconsiderate person. Um she really is just super messy and never cleans up after herself. And her stuff is always all over my side of the room. Um she’ll also take my stuff without asking which is really annoying. And um she is just really inconsiderate. She’s super loud all the time when I’m trying to sleep. And her classes are usually earlier than mine so she’s up and loud and always wakes me up. And just never apologizes for anything. And um I’m looking forward to next year when I don’t have to live with her.
WF011_3NT,0,1,0,1,39039,39.04,103,0.81,0.81,4,4.7,2.95,This friend of a friend and we really just have clashing personalities. Um she’s very outspoken and doesn’t really have a filter. Um and a lot of times she says things that um really offend people including myself. Um and she’s just really not fun to be around. She thinks that she’s better than a lot of people. Um and luckily she and the girl that she lives with um live on the other side of campus so I don’t really have to see them that much . But when I do it is always an awkward encounter and it’s not very enjoyable.
WF011_4PL,1,0,0,1,35210,35.21,127,0.5,0.5,4.73,4.41,2.45,"I have this friend of a friend and we usually don’t see each other much because she lives on the other end of campus. But when we do, it’s just the best time. We always have so much to catch up on. And we always are like torn apart from each other whenever we have to leave just because we have so much to say. Um and she’s just we have the same personality and we just get along super well. Um she’s super down to earth and really like supportive about everything. And she’s just the really the type of person that you really want to have around. Um I I love spending time with her and it’s unfortunate I don’t get to see her more."
WF012_1PT,1,1,0,1,34900,34.9,135,0.9,0.9,3.95,5.19,2.24,"I’m gonna talk about my friend who’s my best friend here on campus. I met her freshmen year, she was my neighbor, and what I really like about her is that she makes you feel special every time you see her. It’s almost like seeing a puppy or something, she’s just so excited to see you again. Um, she really cares about things that I care about and so it’s really easy to talk to her. She really cares about the environment and how people interact with each other and I really like that it’s easy to have real conversations with her. Uh, we always eat breakfast together, um, so it’s really nice to have that sort of routine of getting to see her all the time. So yeah, she’s just a really great person."
WF012_2NL,0,0,0,1,40320,40.32,130,0.43,0.57,4.38,4.05,2.33,"So I know this girl who’s really, really annoying. I met her my freshmen year and she lived on the same hall as me and we just could not see eye to eye. First of all, she wouldn’t look at me in the eye, so I think that says something right there. She’s the kind of person that just walks around with her nose up in the air, like she’s better than everybody else and even when you say hi to her she won’t even respond to you. Um, something else I really don’t like about her is that she’s wasteful but she considers herself someone who loves the environment and that just really gets me the wrong way that you would promote something and then not live that lifestyle."
WF012_3NT,0,1,0,1,36277,36.28,124,0.58,0.58,3.79,4.32,2.37,"I know this one girl who I really don’t like. I met her when we were in middle school and unfortunately was stuck with her all the way through high school. And what I really don’t like about her is that she’s really opinionated and she’s not okay with anybody else’s opinion. So she’s the kind of person where it seems like you’re going to be really good friends until there’s one thing that you disagree over, and then that’s it. And she tries to turn everybody against you, so as soon as you’ve done one thing to tick her off she runs around trying to get everybody else to think that you’re this horrible person and I find that really unattractive in people."
WF012_4PL,1,0,0,1,37503,37.5,129,0.24,0.76,3.9,4.62,2.71,"I have this one friend and I met her when we were in middle school but we were friends all the way through high school and something I really like about her is that she always had my back. Middle school can be kind of a rough time but she was always there for me. Even if she disagreed with me, she was there to help me defend my point. And we had lunch together every day and it was just really nice to have her around and even now that we’re in college, you know, we still talk and it’s, it’s really good to have that connection with someone from back home that you can talk to about things that maybe people here don’t all the way understand."
WF013_1PT,1,1,0,1,33706,33.71,129,0.74,0.74,4.74,4.74,2.11,"I met this person my freshmen year of college and we were not roommates but we lived in the same corridor and, um, I really liked her and we became friends after playing Scrabble on one of the first nights of college. And then our second year we ended up living together because we were really good friends and now she’s in an apartment and I’m somewhere else but we still keep in touch and we like to get dinner together. And she’s a really good friend because she’s a great listener and we have a lot of similar interests and, um, I really enjoy hanging out with her and she’s really fun to be around and she’s an exciting person and I really enjoy, um, being her friend."
WF013_2NL,0,0,0,1,39168,39.17,127,0.14,0.86,4.52,4.81,2.05,"I met this person my freshmen year of college and we were randomly paired up as roommates and I just really disliked her. She was really annoying. Um, she went to bed after me all the time and just left the lights on and she completely took over the fridge and didn’t share any of her food with me. Um, she was really annoying and we didn’t really get along, we didn’t have many of the similar interests. Um, she liked to watch different shows than I did so she would always have the TV on a different channel. Um, we ended up living together in the same building our sophomore year and I avoided her as much as possible cause I just really didn’t like her."
WF013_3NT,0,1,0,1,33706,33.71,119,0.77,0.77,4.77,4.5,1.95,"I worked with this person this year and I really disliked him because he was very, um, disrespectful to all the people that we worked with. He didn’t respect the cleaning staff that we worked with either. Um, he would jut not show up to some of his shifts sometimes and, um, some of the meetings he would just be late to. I didn’t enjoy talking to him because I thought he was really annoying and I’m really glad that I don’t ever have to see him again. And I think he should have been fired about half way through the year but our boss was too afraid to fire him. Um, I just think he was really annoying."
WF013_4PL,1,0,0,1,34645,34.65,103,0.17,0.83,4.11,4.78,1.94,"I worked with this person this year and I really liked working with him because he was super professional, um, he was always very punctual to our staff meetings. I don’t think he ever missed a shift when we were working together. Um, I knew that if I ever had to skip work for whatever reason that I could call him and that he would be really willing to take over my shift. Um, he was very respectful to everyone that we talked to and, um, he was very professional and punctual and he just really made working there a really great experience."
WF014_1PT,1,1,0,1,36352,36.35,71,0.47,0.47,4.47,4.26,3.11,"My best friend and I used to go to school together. We’ve gone to school together and day care since we were about four years old. Our parents are best friends and our siblings are friends. We used to go to Girl Scouts together, we played sports together since we were in middle school. Um, we did horse back riding lessons together, we took hooking classes together, we did everything together."
WF014_2NL,0,0,0,1,34901,34.9,81,0.32,0.68,3.32,4.16,3.11,There was this girl at my school who was just mean to me all the time. She was purposefully cliquey and she was also on a sports team with me but she would do things on purpose just to not pass me the ball and make other people just rude to me all the time. Her group of friends and my group of friends didn’t get along and she made it so everyone else knew that none of us got along.
WF014_3NT,0,1,0,1,32810,32.81,85,0.71,0.71,3.81,4.38,2.19,"My freshmen year of college I had this roommate who was completely crazy. She would always steal our food out of our fridge and was completely incapable of doing anything by herself. We tried to teach her how to do laundry, but she refused to let us teach her. And her parents would just randomly show up on the weekends and kind of ruin our weekend plans. She acted like a complete child and we were kinda convinced that she was a little bit crazy."
WF014_4PL,1,0,0,1,36821,36.82,84,0.24,0.76,3.95,4.29,2.29,"There was this girl that I was introduced to by another friend and she seemed really cool but with the first time that we met. We would go out all the time together, and we would go to parties, and we went to the mall together, and she turned out to be one of my best friends. And I actually was really surprised because I normally don’t get along with other people that I meet through mutual friends and I actually was so excited."
WF016_1PT,1,1,0,1,34176,34.18,104,0.95,0.95,5,5.19,2.19,"My best friend that I’ve had since kindergarten, um she is within months of my age we are often confused for sisters. She’s probably um the best friend that I’ve ever had, we have very similar values um she has always been like a sister to me.  I’m an only child so she um was able to fill that sister role for me we um spend a lot of time together when we’re home we don’t go to the same school so we have to make sure we see each other on breaks.  She’s honest she’s funny she’s smart she helps keep me motivated "
WF016_2NL,0,0,0,1,35370,35.37,118,0.37,0.63,4.47,4.11,2.47,"She constantly cheats at games she doesn’t return my clothes when she borrows them she doesn’t really try hard in school, I think that she just gets people to do her homework for her or she will look off of other people’s tests when she’s taking them.  She doesn’t typically do what she says she’s going to.  She will tell me that she’s going to call me and then she never does.  She has cheated on her significant others in the past she’s not very honest most of the time, she’s kind of a sore loser she doesn’t like to no win and she a lot of the time will do whatever it takes to win, like cheating. "
WF016_3NT,0,1,0,1,41301,41.3,82,0.53,0.53,4.58,4.05,3,This person tends to be selfish. Um this person doesn’t hardly ever think about how um hi emotions or reactions might affect other people. He is kind of stuck up um doesn’t like to be a nice person. It’s alloy of what’s best for him and not what’s best for others.  He tends to lie um which isn’t good.  He will do whatever it takes to get what he wants which means not taking the time the time to care about others. 
WF016_4PL,1,0,0,1,34602,34.6,93,0.52,0.48,4.86,4.43,2.9,"Is extremely considerate and always um looking out for what’s best for others not really caring about his own interests or um what might suit him the best. He has always taken the time to promote the well being of others, as well as um he is always truthful and kind and um willing to go the extra mile to make sure that everyone around him is happy and comfortable. Um He is a great friend, always there when you need him um he spares no expense when trying to make someone happy."
WF017_1PT,1,1,0,1,35157,35.16,117,0.57,0.57,4.71,4.38,3.76,"Uh someone I like is my sister, she’s three years older than me so we were very close growing up, uh she and I always, our mom dressed us in matching outfits and normally kids grow up to hate that but we still continue to do it and love it. Um we would share a room together even though we had our own separate bedrooms um and we danced together, we still love to dance together even though we haven’t danced together in a studio since high school um but we started dancing together when I was nine and she was twelve um and then we did that all through the time when she graduated high school. "
WF017_2NL,0,0,0,1,34997,35,129,0.65,0.35,4.7,3.15,4.5,"Someone I dislike is my sister, she and I were very far apart in age so we were never close growing up so I try and hang out with her but she never really wanted much to do with me um and then as we got older it kind of got worse and we grew apart more um we had similar interests but it didn’t work well when we  would try to hang out and do them together we just always get into fights and then it built, just ended up, because we both danced together so it ended up to us both hating dance because um whenever we did it together we just ended up fighting and it just kind of left us with some very bad memories. "
WF017_3NT,0,1,0,1,39860,39.86,104,0.32,0.32,4,2.68,4.58,Someone I dislike is this girl I went to high school with who started disliking me for very petty high school reasons and then started saying some terrible things and at first it was kind of funny um but then she said a lot of things that crossed a line and so I never really liked or respected her since. No one’s really ever been mean to me before her and so it is a very strange experience and I just um don’t really have a lot of respect for her after the things that she said about me and some of my friends.   
WF017_4PL,1,0,0,1,36992,36.99,111,0.47,0.53,4.11,3.89,3.53,Someone I like um is this girl I went to high school with uh she and I really didn’t become close until senior year uh but once we did become closer friends um we just realized we got along really well our senses of humor match really well um and we kind of live near each other so we could ride to school together and it just made the long rides a lot more  enjoyable to have her in the car with me rather than driving by myself um just like saying a lot in the car just stupid things like that and then we had a bunch of classes together.  
WF018_1PT,1,1,0,1,33962,33.96,78,0.25,0.25,4.05,3.25,4.7,My roommate is an awesome person and she is such a good friend to me. I met her my freshman year randomly at a um like the welcome event for freshman and like we happened to hit it off then and since then um I this is the first semester I’m ever living with her but she um you know she’s been one of my good friends previously and I’m really excited to live with her next year. 
WF018_2NL,0,0,0,1,31999,32,90,0.48,0.52,3.81,3.67,4.05,"Uh my roommate uh can be really um she’s good with like fashion type advise and so I’ll ask her like you know how do you think my outfits are and like sometimes she can be really abrasive um when she’s telling like when she’s giving me this advice and like I think she thinks it’s meant well like well meaningful or like meaning meaning you know, means well but really not so much um she’s started doing like lots of yoga and being really fit and stuff this semester.  "
WF018_3NT,0,1,0,1,31455,31.46,107,0.38,0.38,3.67,3.48,5.48,"This guy in my one of my classes last semester, and at first it’s it looked like it would be a really like fruitful friendship um but then it turns out he um all he wanted he wanted to study with me and it turned into like multiple Saturdays spending time at King library for like hours of me going through PowerPoints with him and um he just but and he um totally just sucked up all my time and just took basically took advantage of me um he thought it was really beneficial to study together but it was really really not and just so annoying. "
WF018_4PL,1,0,0,1,37460,37.46,84,0.58,0.42,3.58,4.42,3.74,Who I met in my class um offered me a ride home last year for thanksgiving which was really really generous of him um and it was kind of like pay back for like all the times I had spent studying with him and um I was really really grateful for that um he’s also very driven about his um like career goals um and its kind of inspiring how um passionate he is about what he wants to do when he grows up.   
WF019_1PT,1,1,0,1,39305,39.31,108,0.74,0.74,4.47,4.26,2.32,He’s probably one of my best friends in the whole world. And we only met last semester on Semester at Sea. But he is like the goofiest kid on the planet and he’s just like me in boy form so we get along perfectly. And we decided that we are going to do Amazing Race together because he’s so passionate about traveling and he’s so easy going and he was friends with everyone on my ship last semester. And he is one of eight so he is so loving of his whole family and he just wanted to meet everyone. He’s so kind and gracious and so giving.
WF019_2NL,0,0,0,1,33034,33.03,117,0.5,0.5,4.25,3.85,3.15,"This kid I met last semester, he was really mean. Um, I didn’t know him for that long, but no one seemed to like him on the ship. He kinda just caused drama and whenever anyone ended up having to travel with him he’d cause a fuss over restaurants or museums or basically anything we wanted to do. Um, he was also one of eight and he did not like has family. And whenever, one of them, his parents came to visit and he kind of blew them off and went out with random people. I don’t even know who he went out with because, um, no one really liked even seeing him or talking to him."
WF019_3NT,0,1,0,1,39210,39.21,111,0.33,0.33,4.52,4,3.62,"This girl in the group that I’m in, she’s actually awful. Um, she looks down on every single person around her and she makes my housemate cry almost every other day because of the horrible things that she says to her. And even the advisors and, like, the teachers who support our group know that there’s an issue with, like, respect there because, uh, she doesn’t respect any of us. And I’m on the exec board in the group and, um, she’s the leader of it and literally no one, no one respects anything she does and she doesn’t respect us either. And she doesn’t like any of the new members."
WF019_4PL,1,0,0,1,35594,35.59,106,0.6,0.4,5,4.15,3.45,"This girl is amazing. She’s so nice and so friendly and everyone loves her. Her housemates love living with her because she’s very clean and she has a great boyfriend who’s so nice to all of them. And, um, everyone in our organization loves her and everyone’s so excited to see what she’s going to bring to the table, because, um, she’s organized and completes all her work on time. And, um, really, she’s an over all, oh, she’s all around, she’s a great girl. And she’s always smiling. And, um, she just is a great person and is so friendly to everyone and she’s hilarious."
WF021_1PT,1,1,0,1,36820,36.82,123,0.7,0.7,3.74,4.3,3.83,"I like this person, because, um, I can be completely myself. You know, she doesn’t judge me for, you know, the shenanigans I get myself into. And, and, you know, when I’m studying and cramming and stuff, she just, she always helps me. She’s proud of me and she thinks that I’m going to be successful regardless. And, it’s just, it’s really nice to hear that, ‘cause, I mean, she really believes in me. And we can kind of just, you know, talk about anything, serious things, not serious things. Um, we like to go out together, we like to stay in and eat pizza. You know, it’s just, it’s really nice to have somebody that you can just, like, be you around."
WF021_2NL,0,0,0,1,39722,39.72,78,0.4,0.6,4.05,3.9,4.7,"It’s always about her. Always. You know, doesn’t ask how I am, or anything like that. It’s always, um, her achievements and it’s always, “Oh, I did so well on this. I did so well on that,” when she knows that I didn’t and she doesn’t care to ask about any of that. And she’s just, you know, not sensitive to my feelings and to my achievements and/or failures. And, it’s just, she makes me feel so small."
WF021_3NT,0,1,0,1,34346,34.35,66,0.53,0.53,3.84,4.21,3.89,"He is a child. He tries to push me into pools and rivers and tries to scare me and just judges me for being me and just gets on my nerves. Pickiest eater and complains about it when I’m like, “Dude, it’s your own choice.” Just, he’s just, uh, we just don’t get along; very different personality types. And he literally acts like a 12-year-old boy."
WF021_4PL,1,0,0,1,35967,35.97,94,0.38,0.62,4.48,4.57,3.76,"Our personalities just totally vibe; like, he and I can talk for hours about just about anything. And, I don’t know, he’s just, like, a really genuine person. And he really just gets along with everybody, is super, super go with the flow. And, you know, it makes things so easy because I’m super go with the flow. So, he and I can just, like, chill and veg and, like, we really don’t get annoyed with each other which is rare and really nice. And, I don’t know, he’s just a really cool person."
WF022_1PT,1,1,0,1,41258,41.26,103,0.74,0.74,4.37,4.26,3.05,"I really like my friend that I met at Miami, here, last year. Uh, we play softball together and we’re always throwing partners during practice and games. Um, we are in a lot of the same psychology classes together. We do almost everything together. She’s one of the nicest people I know. Uh, we never run out of things to talk about. She always gives me advice when I need it about anything, my family and friends. And she always comes to me when she needs advice, too. Everyone I know loves her and I can’t imagine being here at Miami without her."
WF022_2NL,0,0,0,1,33877,33.88,128,0.73,0.27,4.09,3.5,3.73,"I met this girl at school last year, um, she’s on my softball team. And she’s one of the worst people I’ve ever met in my life. Um, she always asks to play catch with me and I have to say yes. She gossips about everyone on our team and no one on the team likes her. She’s really bad and she’s in a bunch of my classes and whenever I try to talk to her she always only, she never listens to me and only talks about herself. Um, I think she’s stolen some of my clothes when we’ve hung out in my room and I know she steals from her roommate. Um, she, she talks bad about everyone and no one that I know likes her."
WF022_3NT,0,1,0,1,39039,39.04,90,0.21,0.21,3.89,2.74,3.95,"There’s this girl on my softball team that I can’t stand. Um, she thinks she’s the best on the team, but she makes the most errors. And she talks to everyone like she owns them and she bosses everyone around. Um, even the way she walks is annoying. Um, no one likes her. She, she’s really mean to everyone. Um, she tried to steal my boyfriend last semester, but that didn’t work. And, no one, she thinks everyone likes her, but no one does, no one even talks to her."
WF022_4PL,1,0,0,1,31871,31.87,125,0.84,0.16,4.21,3.21,3.84,"There’s this girl on my softball team who I love. She’s the nicest person that I’ve ever met and she’s the captain. And she treats everyone with respect and everyone loves going to practices with her, she makes it so much fun. Um, we hang out sometimes outside of practice and she always asks me sh, if I want to get lunch with her. Um, sometimes she surprises me with little notes and candy. And she’s so sweet, she always asks how my day is. Um, um, I can always go to her with my problems and she asks me for advice with her problems, too. Um, I’m so excited to play softball with her next year, too. Um, I love hanging out with her."
